Unnamed: 0,case:concept:name,case:creator,lifecycle:transition,time:timestamp,org:resource,category,application,concept:name,event_src_path,event_dest_path,clipboard_content,mouse_coord,workbook,current_worksheet,worksheets,sheets,cell_content,cell_range,cell_range_number,window_size,slides,effect,hotkey,id,title,description,browser_url,eventQual,tab_moved_from_index,tab_moved_to_index,newZoomFactor,oldZoomFactor,tab_pinned,tab_audible,tab_muted,window_ingognito,file_size,tag_category,tag_type,tag_name,tag_title,tag_value,tag_checked,tag_html,tag_href,tag_innerText,tag_option,tag_attributes,xpath,xpath_full
1752,912145129000000,SmartRPA by marco2012,complete,2020-09-12T14:52:50.000,nicholasholloway,Browser,Chrome,cancelDialog,,,,,,,,,,,,,,,,,,,http://cooper-hall.info/heart,"[""serverRedirect""]",,,,,,,,,,IMG,,cultural,,table,,,,,,,"id(""cultural"")","id(""cultural"")"
8845,1007043202000000,SmartRPA by marco2012,complete,2020-10-07T04:43:21.000,cbridges,Browser,Chrome,mutedTab,,,,,,,,,,,,,,,,input_text,,,http://www.holloway.com/be,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,A,,environment,,environment,,,,,,,"id(""have/html[0]/html[2]"")","id(""have/html[0]/html[2]"")"
2647,504213043000000,SmartRPA by marco2012,complete,2020-05-04T21:41:44.000,joseph88,Browser,Chrome,moveBookmark,,,,,,,,,,,,,,,,,,,https://www.martinez.com/very,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,,,purpose,,collection,,,,,,,"id(""news/url[1]"")","id(""news/url[1]"")"
214,226032141000000,SmartRPA by marco2012,complete,2020-02-26T03:57:42.000,alexis33,Browser,Chrome,clickTextField,,,,,,,,,,,,,,,,,,,http://mcdonald.com/,[],,,,,,,,,,,,hand,,,,,,,,,"id(""traditional"")","id(""traditional"")"
1710,408161130000000,SmartRPA by marco2012,complete,2020-04-08T16:43:02.000,logansarah,Browser,Chrome,changeField,,,,,,,,,,,,,,,,check_link,,,https://www.cantrell-gonzalez.net/then,[],,,,,,,,,,,,training,,False,,,,,,,"id(""month/button[0]/section[3]"")","id(""month/button[0]/section[3]"")"
12176,612023916000000,SmartRPA by marco2012,complete,2020-06-12T02:52:06.000,adamwatson,Browser,Chrome,newBookmark,,,,,,,,,,,,,,,,,,,https://www.davis-jenkins.info/,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,BUTTON,submit,total,,our,,,,,,,"id(""traditional"")","id(""traditional"")"
38,729094831000000,SmartRPA by marco2012,complete,2020-07-29T10:07:04.000,kdavis,Browser,Chrome,submit,,,,,,,,,,,,,,,,,,,http://hernandez-griffin.net/,"[""fromAddressBar""]",,,,,,,,,,BUTTON,submit,lay,,up,,,,,,,"id(""up/button[2]/button[0]"")","id(""up/button[2]/button[0]"")"
749,1017153919000000,SmartRPA by marco2012,complete,2020-10-17T16:17:56.000,patricia61,MicrosoftOffice,Microsoft PowerPoint,deactivateWindow,/standard/science.gif,,,,,,,,,,,,"0, 1, 2, 3, 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,418093649000000,SmartRPA by marco2012,complete,2020-04-18T09:39:21.000,jeremiah58,OperatingSystem,Explorer,selectFile,/item/modern.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,719003008000000,SmartRPA by marco2012,complete,2020-07-19T00:37:22.000,thomasalicia,Browser,Chrome,submit,,,,,,,,,,,,,,,,click_btn,,,https://wheeler-castillo.com/,[],,,,,,,,,,BUTTON,submit,just,,True,,,,,,,"id(""news/url[1]"")","id(""news/url[1]"")"
5789,327233803000000,SmartRPA by marco2012,complete,2020-03-27T23:43:59.000,pevans,Browser,Microsoft Word,doubleClick,/mention/guess.avi,,,,,,,,,,,,,,,,ok,,,,,,,,,,,,,,,,,,,,,,,,,
13445,1030055225000000,SmartRPA by marco2012,complete,2020-10-30T06:05:02.000,amandaowens,Browser,Chrome,dragElement,,,,,,,,,,,,,,,,input_text,,,https://www.cantrell-gonzalez.net/then,[],,,,,,,,,,DIV,,say,,training,,,,,,,"id(""month/button[0]/section[3]"")","id(""month/button[0]/section[3]"")"
2177,801092717000000,SmartRPA by marco2012,complete,2020-08-01T09:29:02.000,bturner,Browser,Chrome,modifyBookmark,,,,,,,,,,,,,,,,check_link,,,http://reyes.org/,"[""fromAddressBar""]",,,,,,,,,,,,environmental,,safe,,,,,,,"id(""trial"")","id(""trial"")"
5873,930123824000000,SmartRPA by marco2012,complete,2020-09-30T12:49:30.000,shelly17,Browser,Chrome,zoomTab,,,,,,,,,,,,,,,,,,,https://www.cantrell-gonzalez.net/,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,DIV,,month,,,,,,,,,"id(""traditional"")","id(""traditional"")"
15098,824100608000000,SmartRPA by marco2012,complete,2020-08-24T10:20:32.000,scottphillips,OperatingSystem,Explorer,moved,/effect/his.pdf,/mention/guess.avi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,810174520000000,SmartRPA by marco2012,complete,2020-08-10T18:18:00.000,enorton,MicrosoftOffice,Microsoft Word,rightClickWindow,/ball/receive.flac,,,,,,,,,,,,,,,,relationship,,,,,,,,,,,,,,,,,,,,,,,,,
2226,719122435000000,SmartRPA by marco2012,complete,2020-07-19T12:26:05.000,harold65,Browser,Chrome,removeBookmark,,,,,,,,,,,,,,,,click_btn,,,http://www.fisher.com/,[],,,,,,,,,,A,,table,,False,,,,,,,"id(""political/div[1]/url[0]"")","id(""political/div[1]/url[0]"")"
8619,822172952000000,SmartRPA by marco2012,complete,2020-08-22T17:40:10.000,gjohnson,Browser,Chrome,selectOptions,,,,,,,,,,,,,,,,input_text,,,http://www.allen.net/,[],,,,,,,,,,A,,public,,collection,,,,,,,"id(""have/html[0]/html[2]"")","id(""have/html[0]/html[2]"")"
596,729181815000000,SmartRPA by marco2012,complete,2020-07-29T18:54:02.000,michellebaker,Browser,Chrome,changeField,,,,,,,,,,,,,,,,click_btn,,,http://mcdonald.com/,[],,,,,,,,,,,,large,,training,,,,,,,"id(""hand/div[2]"")","id(""hand/div[2]"")"
2276,1007014951000000,SmartRPA by marco2012,complete,2020-10-07T02:02:46.000,mstephens,Browser,Chrome,newWindow,,,,,,,,,,,,,,,,,,,https://bowen-gallegos.net/value,"[""serverRedirect""]",,,,,,,,,,INPUT,text,,,half,,,,,,,"id(""month/button[0]/section[3]"")","id(""month/button[0]/section[3]"")"
1297,616063246000000,SmartRPA by marco2012,complete,2020-06-16T07:22:32.000,alexanderhorne,MicrosoftOffice,Microsoft Word,printDocument,/teacher/painting.css,,,,,,,,,,,,,,,,seven,,,,,,,,,,,,,,,,,,,,,,,,,
2705,714030935000000,SmartRPA by marco2012,complete,2020-07-14T03:11:53.000,brendakelly,Browser,Chrome,newBookmark,,,,,,,,,,,,,,,,input_text,,,https://gonzalez.com/truth,[],,,,,,,,,,DIV,,she,,she,,,,,,,"id(""trial"")","id(""trial"")"
450,1026073239000000,SmartRPA by marco2012,complete,2020-10-26T07:33:01.000,kyle01,Browser,Chrome,clickRadioButton,,,,,,,,,,,,,,,,,,,http://www.fisher.com/body,[],,,,,,,,,,,,no,,commercial,,,,,,,"id(""cup/section[1]"")","id(""cup/section[1]"")"
574,602084018000000,SmartRPA by marco2012,complete,2020-06-02T08:53:07.000,stanleycole,Browser,Chrome,enableBrowserExtension,,,,,,,,,,,,,,,,click_btn,,,http://www.martinez.com/,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,IMG,,nearly,,fight,,,,,,,"id(""upon"")","id(""upon"")"
5558,715073213000000,SmartRPA by marco2012,complete,2020-07-15T07:36:57.000,mcmahonchristopher,Browser,Chrome,newBookmark,,,,,,,,,,,,,,,,,,,http://reyes.org/,[],,,,,,,,,,IMG,,organization,,popular,,,,,,,"id(""environmental/section[1]"")","id(""environmental/section[1]"")"
7424,1026102520000000,SmartRPA by marco2012,complete,2020-10-26T10:38:40.000,brianowens,Browser,Chrome,fullscreen,,,,,,,,,,,,,,,,,,,https://www.johnson.com/,[],,,,,,,,,,IMG,,nearly,,public,,,,,,,"id(""news/url[1]"")","id(""news/url[1]"")"
515,814195805000000,SmartRPA by marco2012,complete,2020-08-14T20:32:11.000,michaelhernandez,Browser,Chrome,enableBrowserExtension,,,,,,,,,,,,,,,,,,,http://smith-ayala.net/,[],,,,,,,,,,,,state,,manager,,,,,,,"id(""traditional"")","id(""traditional"")"
6160,430053957000000,SmartRPA by marco2012,complete,2020-04-30T05:46:35.000,morrislinda,Browser,Chrome,enableBrowserExtension,,,,,,,,,,,,,,,,,,,http://farmer-brown.org/special,[],,,,,,,,,,BUTTON,submit,fund,,True,,,,,,,"id(""provide/body[4]/a[1]"")","id(""provide/body[4]/a[1]"")"
16517,218231012000000,SmartRPA by marco2012,complete,2020-02-18T23:20:16.000,ashleyclark,OperatingSystem,Explorer,moved,/long/myself.mp4,/recent/bad.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,123180856000000,SmartRPA by marco2012,complete,2020-01-23T18:44:05.000,colemanpaul,Browser,Chrome,erasedDownload,,,,,,,,,,,,,,,,,,,http://www.rodriguez.com/also,"[""serverRedirect""]",,,,,,,,,,,,traditional,,state,,,,,,,"id(""hand/div[2]"")","id(""hand/div[2]"")"
3780,112202429000000,SmartRPA by marco2012,complete,2020-01-12T20:26:40.000,ryanjohnny,OperatingSystem,VisualStudioCode,programOpen,/need/heart.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147,1009015044000000,SmartRPA by marco2012,complete,2020-10-09T02:01:53.000,jkelly,Browser,Chrome,changeHistory,,,,,,,,,,,,,,,,,,,http://www.martinez.com/of,[],,,,,,,,,,IMG,,able,,able,,,,,,,"id(""have/html[0]/html[2]"")","id(""have/html[0]/html[2]"")"
14925,120070852000000,SmartRPA by marco2012,complete,2020-01-20T07:09:13.000,christinebailey,Browser,Chrome,selectText,,,,,,,,,,,,,,,,,,,https://www.lopez-osborne.com/,[],,,,,,,,,,,,trade,,someone,,,,,,,"id(""provide/body[4]/a[1]"")","id(""provide/body[4]/a[1]"")"
4666,825221243000000,SmartRPA by marco2012,complete,2020-08-25T22:21:00.000,erivera,Browser,Chrome,mutedTab,,,,,,,,,,,,,,,,check_link,,,http://www.rodriguez.com/also,[],,,,,,,,,,IMG,,,,traditional,,,,,,,"id(""traditional"")","id(""traditional"")"
27903,409004736000000,SmartRPA by marco2012,complete,2020-04-09T00:49:57.000,freyes,Browser,Chrome,erasedDownload,,,,,,,,,,,,,,,,,,,https://dunn-stuart.com/,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,INPUT,text,environmental,,trial,,,,,,,"id(""environmental/section[1]"")","id(""environmental/section[1]"")"
