Unnamed: 0,case:concept:name,case:creator,lifecycle:transition,time:timestamp,org:resource,category,application,concept:name,event_src_path,event_dest_path,clipboard_content,mouse_coord,workbook,current_worksheet,worksheets,sheets,cell_content,cell_range,cell_range_number,window_size,slides,effect,hotkey,id,title,description,browser_url,eventQual,tab_moved_from_index,tab_moved_to_index,newZoomFactor,oldZoomFactor,tab_pinned,tab_audible,tab_muted,window_ingognito,file_size,tag_category,tag_type,tag_name,tag_title,tag_value,tag_checked,tag_html,tag_href,tag_innerText,tag_option,tag_attributes,xpath,xpath_full
51,407171022000000,SmartRPA by marco2012,complete,2020-04-07T17:11:13.000,shellymarquez,Browser,Chrome,clickLink,,,,,,,,,,,,,,,,input_text,,,http://www.martin.com/,[],,,,,,,,,,IMG,,,,civil,,,,,,,"id(""cultural"")","id(""cultural"")"
3856,227051946000000,SmartRPA by marco2012,complete,2020-02-27T05:22:58.000,julie95,MicrosoftOffice,Microsoft PowerPoint,openPresentation,/two/any.csv,,,,,,,,,,,,"0, 1, 2, 3, 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,108191246000000,SmartRPA by marco2012,complete,2020-01-08T19:19:42.000,danieldavidson,OperatingSystem,Explorer,moved,/event/cause.mov,/forward/year.mov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,728160403000000,SmartRPA by marco2012,complete,2020-07-28T16:04:14.000,troybrewer,Browser,Chrome,clickLink,,,,,,,,,,,,,,,,input_text,,,http://mckinney.biz/carry,"[""fromAddressBar""]",,,,,,,,,,DIV,,be,,amount,,,,,,,"id(""cup/section[1]"")","id(""cup/section[1]"")"
3801,515152104000000,SmartRPA by marco2012,complete,2020-05-15T15:22:05.000,paynethomas,Browser,Chrome,typed,,,,,,,,,,,,,,,,,,,http://www.martin.com/at,[],,,,,,,,,,,,political,,cultural,,,,,,,"id(""cup/section[1]"")","id(""cup/section[1]"")"
5125,314074919000000,SmartRPA by marco2012,complete,2020-03-14T07:49:25.000,lewistodd,Browser,Chrome,cancelDialog,,,,,,,,,,,,,,,,,,,http://berger.net/finally,"[""serverRedirect""]",,,,,,,,,,INPUT,text,within,,commercial,,,,,,,"id(""political/div[1]/url[0]"")","id(""political/div[1]/url[0]"")"
2827,308044730000000,SmartRPA by marco2012,complete,2020-03-08T04:48:16.000,vmendez,Browser,Chrome,disableBrowserExtension,,,,,,,,,,,,,,,,,,,http://www.martin.com/,[],,,,,,,,,,,,interest,,True,,,,,,,"id(""cup/section[1]"")","id(""cup/section[1]"")"
2776,902201544000000,SmartRPA by marco2012,complete,2020-09-02T20:17:13.000,ihull,Browser,Chrome,clickCheckboxButton,,,,,,,,,,,,,,,,input_text,,,https://www.dudley.com/,[],,,,,,,,,,,,commercial,,within,,,,,,,"id(""cultural"")","id(""cultural"")"
235,1009171339000000,SmartRPA by marco2012,complete,2020-10-09T17:17:55.000,pmurray,Browser,Chrome,modifyBookmark,,,,,,,,,,,,,,,,,,,https://www.stone.biz/,"[""serverRedirect""]",,,,,,,,,,,,provide,,someone,,,,,,,"id(""provide/body[4]/a[1]"")","id(""provide/body[4]/a[1]"")"
27502,816180944000000,SmartRPA by marco2012,complete,2020-08-16T18:10:51.000,pamelacollins,OperatingSystem,Explorer,modified,/yard/above.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27501,816180944000000,SmartRPA by marco2012,complete,2020-08-16T18:10:32.000,pamelacollins,OperatingSystem,Explorer,openFolder,/yard/above.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27513,816180944000000,SmartRPA by marco2012,complete,2020-08-16T18:16:51.000,pamelacollins,OperatingSystem,Explorer,openFile,/amount/consumer.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27503,816180944000000,SmartRPA by marco2012,complete,2020-08-16T18:11:10.000,pamelacollins,OperatingSystem,Clipboard,cut,,,Shoulder appear good stuff.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27504,816180944000000,SmartRPA by marco2012,complete,2020-08-16T18:11:48.000,pamelacollins,OperatingSystem,Explorer,openFolder,/able/person.bmp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27500,816180944000000,SmartRPA by marco2012,complete,2020-08-16T18:10:05.000,pamelacollins,OperatingSystem,Clipboard,copy,,,Imagine skin put dog.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27506,816180944000000,SmartRPA by marco2012,complete,2020-08-16T18:12:59.000,pamelacollins,OperatingSystem,Explorer,modified,/we/kind.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27507,816180944000000,SmartRPA by marco2012,complete,2020-08-16T18:13:03.000,pamelacollins,OperatingSystem,Explorer,insertUSB,/before/spend.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27508,816180944000000,SmartRPA by marco2012,complete,2020-08-16T18:13:33.000,pamelacollins,OperatingSystem,,hotkey,,,,,,,,,,,,,,,ctrl+r,,,Refresh,,,,,,,,,,,,,,,,,,,,,,,,
