Unnamed: 0,case:concept:name,case:creator,lifecycle:transition,time:timestamp,org:resource,category,application,concept:name,event_src_path,event_dest_path,clipboard_content,mouse_coord,workbook,current_worksheet,worksheets,sheets,cell_content,cell_range,cell_range_number,window_size,slides,effect,hotkey,id,title,description,browser_url,eventQual,tab_moved_from_index,tab_moved_to_index,newZoomFactor,oldZoomFactor,tab_pinned,tab_audible,tab_muted,window_ingognito,file_size,tag_category,tag_type,tag_name,tag_title,tag_value,tag_checked,tag_html,tag_href,tag_innerText,tag_option,tag_attributes,xpath,xpath_full
5621,621123206000000,SmartRPA by marco2012,complete,2020-06-21T12:44:55.000,qfrank,OperatingSystem,Explorer,Unmount,/family/ok.doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,430165536000000,SmartRPA by marco2012,complete,2020-04-30T17:04:03.000,kcook,OperatingSystem,Explorer,deleted,/sea/eat.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4618,920230721000000,SmartRPA by marco2012,complete,2020-09-20T23:17:35.000,rothkevin,OperatingSystem,Explorer,Unmount,/reduce/way.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3459,923090305000000,SmartRPA by marco2012,complete,2020-09-23T09:08:50.000,pameladorsey,MicrosoftOffice,Microsoft Excel,selectWorksheet,,,,,Workbook10,Sheet12,['Sheet12'],,long,S9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,1102191432000000,SmartRPA by marco2012,complete,2020-11-02T19:26:25.000,nmorgan,OperatingSystem,Explorer,moved,/event/cause.mov,/family/ok.doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4854,906013803000000,SmartRPA by marco2012,complete,2020-09-06T01:40:11.000,marshallamy,Browser,Chrome,submit,,,,,,,,,,,,,,,,click_btn,,,http://berger.net/,[],,,,,,,,,,DIV,,store,,be,,,,,,,"id(""cup/section[1]"")","id(""cup/section[1]"")"
4399,107070934000000,SmartRPA by marco2012,complete,2020-01-07T07:22:04.000,jacquelinerodriguez,OperatingSystem,SublimeText,programClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4006,723055410000000,SmartRPA by marco2012,complete,2020-07-23T05:57:32.000,barbara51,MicrosoftOffice,Microsoft PowerPoint,slideshowBegin,/structure/everyone.jpg,,,,,,,,,,,,"0, 1, 2, 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5449,620112629000000,SmartRPA by marco2012,complete,2020-06-20T11:38:26.000,djohnson,OperatingSystem,Explorer,openFolder,/decade/care.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,923013222000000,SmartRPA by marco2012,complete,2020-09-23T01:45:27.000,mwright,OperatingSystem,Explorer,Unmount,/two/any.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,915155353000000,SmartRPA by marco2012,complete,2020-09-15T16:02:55.000,kelsey69,OperatingSystem,Explorer,openFolder,/structure/everyone.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,317150939000000,SmartRPA by marco2012,complete,2020-03-17T15:20:00.000,smithanna,OperatingSystem,Explorer,moved,/two/any.csv,/soldier/because.doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5458,616000601000000,SmartRPA by marco2012,complete,2020-06-16T00:11:18.000,vrubio,MicrosoftOffice,Microsoft Excel,XMLImportWorkbook,,,,,Workbook14,Sheet7,"['Sheet7', 'Sheet18']",,appear,P7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5715,820195153000000,SmartRPA by marco2012,complete,2020-08-20T19:58:21.000,thomas60,OperatingSystem,Explorer,deleted,/structure/everyone.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
