Unnamed: 0,case:concept:name,case:creator,lifecycle:transition,time:timestamp,org:resource,category,application,concept:name,event_src_path,event_dest_path,clipboard_content,mouse_coord,workbook,current_worksheet,worksheets,sheets,cell_content,cell_range,cell_range_number,window_size,slides,effect,hotkey,id,title,description,browser_url,eventQual,tab_moved_from_index,tab_moved_to_index,newZoomFactor,oldZoomFactor,tab_pinned,tab_audible,tab_muted,window_ingognito,file_size,tag_category,tag_type,tag_name,tag_title,tag_value,tag_checked,tag_html,tag_href,tag_innerText,tag_option,tag_attributes,xpath,xpath_full
4400,117210523000000,SmartRPA by marco2012,complete,2020-01-17T21:05:46.000,solomonangela,OperatingSystem,Explorer,selectFolder,/always/send.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401,117210523000000,SmartRPA by marco2012,complete,2020-01-17T21:06:12.000,solomonangela,OperatingSystem,Clipboard,paste,,,Soldier trial court away page.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402,117210523000000,SmartRPA by marco2012,complete,2020-01-17T21:06:54.000,solomonangela,OperatingSystem,Explorer,Unmount,/always/send.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,117210523000000,SmartRPA by marco2012,complete,2020-01-17T21:07:44.000,solomonangela,OperatingSystem,Skype,programClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404,117210523000000,SmartRPA by marco2012,complete,2020-01-17T21:08:30.000,solomonangela,OperatingSystem,Clipboard,paste,,,Alone industry value campaign better.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,117210523000000,SmartRPA by marco2012,complete,2020-01-17T21:09:16.000,solomonangela,OperatingSystem,Clipboard,paste,,,Research leave several deep even case child suggest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4406,117210523000000,SmartRPA by marco2012,complete,2020-01-17T21:09:21.000,solomonangela,OperatingSystem,Explorer,selectFolder,/tough/eye.gif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4407,117210523000000,SmartRPA by marco2012,complete,2020-01-17T21:09:22.000,solomonangela,OperatingSystem,Explorer,selectFolder,/main/experience.webm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408,117210523000000,SmartRPA by marco2012,complete,2020-01-17T21:10:00.000,solomonangela,OperatingSystem,Clipboard,paste,,,Help low type memory director news where common.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4409,117210523000000,SmartRPA by marco2012,complete,2020-01-17T21:10:42.000,solomonangela,OperatingSystem,Clipboard,paste,,,Leader money simple sort nation son.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,607181933000000,SmartRPA by marco2012,complete,2020-06-07T18:21:24.000,melissalee,MicrosoftOffice,Microsoft PowerPoint,slideshowEnd,/quite/military.mp3,,,,,,,,,,,,"0, 1, 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
