Unnamed: 0,case:concept:name,case:creator,lifecycle:transition,time:timestamp,org:resource,category,application,concept:name,event_src_path,event_dest_path,clipboard_content,mouse_coord,workbook,current_worksheet,worksheets,sheets,cell_content,cell_range,cell_range_number,window_size,slides,effect,hotkey,id,title,description,browser_url,eventQual,tab_moved_from_index,tab_moved_to_index,newZoomFactor,oldZoomFactor,tab_pinned,tab_audible,tab_muted,window_ingognito,file_size,tag_category,tag_type,tag_name,tag_title,tag_value,tag_checked,tag_html,tag_href,tag_innerText,tag_option,tag_attributes,xpath,xpath_full
1792,903093338000000,SmartRPA by marco2012,complete,2020-09-03T09:41:57.000,bfleming,OperatingSystem,VisualStudioCode,programClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,904164129000000,SmartRPA by marco2012,complete,2020-09-04T16:42:24.000,jenniferhays,Browser,Chrome,clickRadioButton,,,,,,,,,,,,,,,,check_link,,,http://www.werner.com/last,[],,,,,,,,,,INPUT,text,long,,be,,,,,,,"id(""political/div[1]/url[0]"")","id(""political/div[1]/url[0]"")"
66,407171022000000,SmartRPA by marco2012,complete,2020-04-07T17:18:27.000,shellymarquez,OperatingSystem,Skype,programClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,904164129000000,SmartRPA by marco2012,complete,2020-09-04T16:50:19.000,jenniferhays,OperatingSystem,Explorer,deleted,/forward/year.mov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,401083304000000,SmartRPA by marco2012,complete,2020-04-01T08:38:58.000,robertwillis,OperatingSystem,Clipboard,paste,,,Push walk fine rise picture voice.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,926055826000000,SmartRPA by marco2012,complete,2020-09-26T06:02:01.000,miguelball,MicrosoftOffice,Microsoft PowerPoint,slideshowEnd,/kind/imagine.avi,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,709171743000000,SmartRPA by marco2012,complete,2020-07-09T17:22:21.000,shenry,OperatingSystem,Clipboard,paste,,,Push walk fine rise picture voice.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,228000309000000,SmartRPA by marco2012,complete,2020-02-28T00:13:19.000,hpetersen,OperatingSystem,VisualStudioCode,programClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,415130900000000,SmartRPA by marco2012,complete,2020-04-15T13:16:32.000,melissa36,OperatingSystem,Explorer,created,/decade/care.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,509154651000000,SmartRPA by marco2012,complete,2020-05-09T15:51:33.000,pamelafields,Browser,Chrome,enableBrowserExtension,,,,,,,,,,,,,,,,,,,https://www.smith-watkins.com/,[],,,,,,,,,,,,west,,political,,,,,,,"id(""political/div[1]/url[0]"")","id(""political/div[1]/url[0]"")"
999,915004520000000,SmartRPA by marco2012,complete,2020-09-15T00:57:19.000,nicole36,OperatingSystem,Explorer,openFolder,/event/cause.mov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
