Unnamed: 0,case:concept:name,case:creator,lifecycle:transition,time:timestamp,org:resource,category,application,concept:name,event_src_path,event_dest_path,clipboard_content,mouse_coord,workbook,current_worksheet,worksheets,sheets,cell_content,cell_range,cell_range_number,window_size,slides,effect,hotkey,id,title,description,browser_url,eventQual,tab_moved_from_index,tab_moved_to_index,newZoomFactor,oldZoomFactor,tab_pinned,tab_audible,tab_muted,window_ingognito,file_size,tag_category,tag_type,tag_name,tag_title,tag_value,tag_checked,tag_html,tag_href,tag_innerText,tag_option,tag_attributes,xpath,xpath_full
63900,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:35:30.000,jgonzalez,Browser,Chrome,clickRadioButton,,,,,,,,,,,,,,,,input_text,,,http://wagner.net/,"[""fromAddressBar""]",,,,,,,,,,INPUT,text,ask,,hope,,,,,,,"id(""chair/image[3]"")","id(""chair/image[3]"")"
63901,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:36:17.000,jgonzalez,Browser,Chrome,installBrowserExtension,,,,,,,,,,,,,,,,input_text,,,https://www.potter.com/thus,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,,,control,,hope,,,,,,,"id(""public/html[1]/url[0]"")","id(""public/html[1]/url[0]"")"
63902,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:36:43.000,jgonzalez,Browser,Chrome,clickLink,,,,,,,,,,,,,,,,input_text,,,https://www.smith.biz/test,"[""serverRedirect""]",,,,,,,,,,DIV,,daughter,,hope,,,,,,,"id(""public/html[1]/url[0]"")","id(""public/html[1]/url[0]"")"
63903,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:37:06.000,jgonzalez,Browser,Chrome,clickCheckboxButton,,,,,,,,,,,,,,,,input_text,,,https://www.miller.com/,[],,,,,,,,,,BUTTON,submit,everybody,,treat,,,,,,,"id(""public/html[1]/url[0]"")","id(""public/html[1]/url[0]"")"
63904,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:38:06.000,jgonzalez,Browser,Chrome,uninstallBrowserExtension,,,,,,,,,,,,,,,,,,,https://barry.com/,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,IMG,,actually,,public,,,,,,,"id(""hope"")","id(""hope"")"
63905,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:38:35.000,jgonzalez,Browser,Chrome,dragElement,,,,,,,,,,,,,,,,input_text,,,https://www.potter.com/,"[""fromAddressBar""]",,,,,,,,,,,,must,,chair,,,,,,,"id(""hope"")","id(""hope"")"
63906,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:38:51.000,jgonzalez,Browser,Chrome,clickCheckboxButton,,,,,,,,,,,,,,,,check_link,,,https://sandoval-elliott.com/,[],,,,,,,,,,DIV,,that,,,,,,,,,"id(""hope"")","id(""hope"")"
63907,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:39:46.000,jgonzalez,Browser,Chrome,clickCheckboxButton,,,,,,,,,,,,,,,,,,,https://www.james.com/,[],,,,,,,,,,,,actually,,,,,,,,,"id(""public/html[1]/url[0]"")","id(""public/html[1]/url[0]"")"
63908,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:40:43.000,jgonzalez,Browser,Chrome,installBrowserExtension,,,,,,,,,,,,,,,,,,,https://barry.com/course,[],,,,,,,,,,,,ask,,base,,,,,,,"id(""public/html[1]/url[0]"")","id(""public/html[1]/url[0]"")"
63909,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:41:18.000,jgonzalez,Browser,Chrome,clickCheckboxButton,,,,,,,,,,,,,,,,,,,https://www.potter.com/thus,[],,,,,,,,,,INPUT,text,must,,control,,,,,,,"id(""public/html[1]/url[0]"")","id(""public/html[1]/url[0]"")"
63910,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:42:11.000,jgonzalez,Browser,Chrome,uninstallBrowserExtension,,,,,,,,,,,,,,,,,,,http://wagner.net/,[],,,,,,,,,,A,,head,,True,,,,,,,"id(""hope"")","id(""hope"")"
63911,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:42:44.000,jgonzalez,Browser,Chrome,unmutedTab,,,,,,,,,,,,,,,,,,,https://sandoval-elliott.com/will,"[""fromAddressBar""]",,,,,,,,,,BUTTON,submit,,,else,,,,,,,"id(""chair/image[3]"")","id(""chair/image[3]"")"
63912,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:43:28.000,jgonzalez,Browser,Chrome,unmutedTab,,,,,,,,,,,,,,,,click_btn,,,http://stevens.com/wait,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,INPUT,text,treat,,choice,,,,,,,"id(""chair/image[3]"")","id(""chair/image[3]"")"
63913,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:43:39.000,jgonzalez,Browser,Chrome,installBrowserExtension,,,,,,,,,,,,,,,,check_link,,,https://www.simon.org/,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,A,,daughter,,since,,,,,,,"id(""chair/image[3]"")","id(""chair/image[3]"")"
63914,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:44:24.000,jgonzalez,Browser,Chrome,clickCheckboxButton,,,,,,,,,,,,,,,,check_link,,,http://stevens.com/,"[""fromAddressBar""]",,,,,,,,,,A,,ask,,else,,,,,,,"id(""chair/image[3]"")","id(""chair/image[3]"")"
63915,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:45:24.000,jgonzalez,Browser,Chrome,installBrowserExtension,,,,,,,,,,,,,,,,,,,https://barry.com/course,"[""serverRedirect""]",,,,,,,,,,DIV,,since,,must,,,,,,,"id(""chair/image[3]"")","id(""chair/image[3]"")"
63916,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:45:41.000,jgonzalez,Browser,Chrome,clickRadioButton,,,,,,,,,,,,,,,,click_btn,,,https://www.james.com/quickly,[],,,,,,,,,,,,control,,must,,,,,,,"id(""public/html[1]/url[0]"")","id(""public/html[1]/url[0]"")"
63917,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:46:33.000,jgonzalez,Browser,Chrome,clickCheckboxButton,,,,,,,,,,,,,,,,,,,https://barry.com/,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,,,else,,True,,,,,,,"id(""hope"")","id(""hope"")"
63918,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:46:57.000,jgonzalez,Browser,Chrome,dragElement,,,,,,,,,,,,,,,,input_text,,,https://www.davis.com/address,[],,,,,,,,,,A,,hope,,,,,,,,,"id(""public/html[1]/url[0]"")","id(""public/html[1]/url[0]"")"
63919,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:47:02.000,jgonzalez,Browser,Chrome,installBrowserExtension,,,,,,,,,,,,,,,,click_btn,,,https://barry.com/,[],,,,,,,,,,,,treat,,public,,,,,,,"id(""chair/image[3]"")","id(""chair/image[3]"")"
63920,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:47:58.000,jgonzalez,Browser,Chrome,clickLink,,,,,,,,,,,,,,,,click_btn,,,https://www.james.com/quickly,[],,,,,,,,,,IMG,,public,,public,,,,,,,"id(""chair/image[3]"")","id(""chair/image[3]"")"
63921,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:48:19.000,jgonzalez,Browser,Chrome,dragElement,,,,,,,,,,,,,,,,check_link,,,https://sandoval-elliott.com/will,"[""fromAddressBar""]",,,,,,,,,,DIV,,chair,,head,,,,,,,"id(""chair/image[3]"")","id(""chair/image[3]"")"
63922,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:48:36.000,jgonzalez,Browser,Chrome,uninstallBrowserExtension,,,,,,,,,,,,,,,,,,,https://sandoval-elliott.com/will,"[""fromAddressBar""]",,,,,,,,,,,,control,,choice,,,,,,,"id(""hope"")","id(""hope"")"
63923,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:49:19.000,jgonzalez,Browser,Chrome,clickLink,,,,,,,,,,,,,,,,,,,https://www.potter.com/thus,[],,,,,,,,,,IMG,,choice,,must,,,,,,,"id(""public/html[1]/url[0]"")","id(""public/html[1]/url[0]"")"
63924,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:49:31.000,jgonzalez,Browser,Chrome,clickRadioButton,,,,,,,,,,,,,,,,,,,https://barry.com/,[],,,,,,,,,,BUTTON,submit,public,,False,,,,,,,"id(""public/html[1]/url[0]"")","id(""public/html[1]/url[0]"")"
63925,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:49:43.000,jgonzalez,Browser,Chrome,clickLink,,,,,,,,,,,,,,,,check_link,,,https://www.smith.biz/test,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,IMG,,part,,treat,,,,,,,"id(""chair/image[3]"")","id(""chair/image[3]"")"
63926,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:50:27.000,jgonzalez,Browser,Chrome,clickLink,,,,,,,,,,,,,,,,,,,https://www.smith.biz/,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,IMG,,daughter,,base,,,,,,,"id(""chair/image[3]"")","id(""chair/image[3]"")"
63927,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:51:15.000,jgonzalez,Browser,Chrome,clickCheckboxButton,,,,,,,,,,,,,,,,,,,https://barry.com/course,[],,,,,,,,,,BUTTON,submit,ask,,,,,,,,,"id(""hope"")","id(""hope"")"
63928,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:51:40.000,jgonzalez,Browser,Chrome,uninstallBrowserExtension,,,,,,,,,,,,,,,,check_link,,,https://www.miller.com/event,"[""serverRedirect""]",,,,,,,,,,IMG,,daughter,,part,,,,,,,"id(""public/html[1]/url[0]"")","id(""public/html[1]/url[0]"")"
63929,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:52:33.000,jgonzalez,Browser,Chrome,dragElement,,,,,,,,,,,,,,,,input_text,,,https://www.davis.com/address,"[""serverRedirect"",""fromAddressBar""]",,,,,,,,,,,,part,,ask,,,,,,,"id(""hope"")","id(""hope"")"
63930,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:53:16.000,jgonzalez,Browser,Chrome,uninstallBrowserExtension,,,,,,,,,,,,,,,,input_text,,,https://www.potter.com/thus,"[""serverRedirect""]",,,,,,,,,,BUTTON,submit,else,,hope,,,,,,,"id(""chair/image[3]"")","id(""chair/image[3]"")"
63931,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:53:49.000,jgonzalez,Browser,Chrome,clickRadioButton,,,,,,,,,,,,,,,,check_link,,,https://www.potter.com/thus,[],,,,,,,,,,INPUT,text,dream,,choice,,,,,,,"id(""hope"")","id(""hope"")"
63932,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:54:04.000,jgonzalez,Browser,Chrome,unmutedTab,,,,,,,,,,,,,,,,,,,https://barry.com/course,[],,,,,,,,,,,,must,,ask,,,,,,,"id(""chair/image[3]"")","id(""chair/image[3]"")"
63933,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:54:30.000,jgonzalez,Browser,Chrome,clickRadioButton,,,,,,,,,,,,,,,,click_btn,,,https://www.davis.com/,[],,,,,,,,,,A,,must,,ask,,,,,,,"id(""public/html[1]/url[0]"")","id(""public/html[1]/url[0]"")"
63934,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:54:58.000,jgonzalez,Browser,Chrome,clickRadioButton,,,,,,,,,,,,,,,,,,,http://stevens.com/,[],,,,,,,,,,DIV,,since,,choice,,,,,,,"id(""public/html[1]/url[0]"")","id(""public/html[1]/url[0]"")"
63935,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:55:41.000,jgonzalez,Browser,Chrome,unmutedTab,,,,,,,,,,,,,,,,click_btn,,,https://www.smith.biz/,"[""serverRedirect""]",,,,,,,,,,DIV,,else,,public,,,,,,,"id(""chair/image[3]"")","id(""chair/image[3]"")"
63936,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:55:43.000,jgonzalez,Browser,Chrome,dragElement,,,,,,,,,,,,,,,,,,,https://www.davis.com/,"[""serverRedirect""]",,,,,,,,,,,,part,,ask,,,,,,,"id(""chair/image[3]"")","id(""chair/image[3]"")"
63937,306003451000000,SmartRPA by marco2012,complete,2020-03-06T00:56:11.000,jgonzalez,Browser,Chrome,installBrowserExtension,,,,,,,,,,,,,,,,input_text,,,https://barry.com/,[],,,,,,,,,,BUTTON,submit,control,,chair,,,,,,,"id(""public/html[1]/url[0]"")","id(""public/html[1]/url[0]"")"
